"week_dat","station","Season","District","monitoring_week","ALCM_count","sum","No_traps","hrs_wet","weekly_CGDD","Total_Rainfall","Mean_mintemp","Mean_maxtemp","Mean_meantemp"
2015-04-13,"HAV","2014-15","Havelock North",32,374,42684,8,0,26171.6,1.6,20.8,67.1333333333333,38.6666666666667
2015-04-20,"HAV","2014-15","Havelock North",33,55,42739,8,0,0,0,0,0,0
2014-09-01,"RIR","2014-15","Motueka",1,10,10,6,141,21983.4,12,20.05,52.9,34.45
2014-09-08,"RIR","2014-15","Motueka",2,148,158,6,228,22467,122.4,19.95,49.75,33.7
2014-09-15,"RIR","2014-15","Motueka",3,1080,1238,6,210,22971.9,75,15.45,49.4,28.95
2014-09-22,"RIR","2014-15","Motueka",4,666,1904,6,69,23464.5,117,15.15,58.1,36.7
2014-09-29,"RIR","2014-15","Motueka",5,3321,5225,6,216,23831.4,60,12.05,47.4,29
2014-10-06,"RIR","2014-15","Motueka",6,183,5408,6,111,24329.1,3,15.1,57.1,36.5
2014-10-13,"RIR","2014-15","Motueka",7,111,5519,6,99,25200.6,15,26.85,65.9,44.55
2014-10-20,"RIR","2014-15","Motueka",8,116,5635,6,75,25992.3,15,18.05,57.35,37.45
2014-10-27,"RIR","2014-15","Motueka",9,6,5641,6,135,26678.4,19.2,19.5,62.3,41
2014-11-03,"RIR","2014-15","Motueka",10,8,5649,6,159,27367.2,18.6,12.85,55.1,34.9
2014-11-10,"RIR","2014-15","Motueka",11,51,5700,6,63,28150.5,12.6,15.15,60.95,37.75
2014-11-17,"RIR","2014-15","Motueka",12,702,6402,6,60,28908.3,24.6,24,63.2,42.45
2014-11-24,"RIR","2014-15","Motueka",13,2550,8952,6,36,29944.2,0,23,61.95,43.8
2014-12-01,"RIR","2014-15","Motueka",14,2577,11529,6,57,30836.1,0,33.2,65.95,49.85
2014-12-08,"RIR","2014-15","Motueka",15,3168,14697,6,78,32081.7,65.4,32.3,63.65,48.15
2014-12-15,"RIR","2014-15","Motueka",16,1594,16291,6,156,33328.2,175.2,42.25,71.7,55.1
2014-12-22,"RIR","2014-15","Motueka",17,1507,17798,6,66,34849.8,15,43.9,77.45,59.95
2014-12-29,"RIR","2014-15","Motueka",18,1130,18928,6,189,12321,32.4,36.85,73.25,54.75
2015-01-05,"RIR","2014-15","Motueka",19,2348,21276,6,183,1760.4,0,37.5,73.3,56.8
2015-01-12,"RIR","2014-15","Motueka",20,5193,26469,6,171,3331.8,1.2,39.2,77.9,58.4
2015-01-19,"RIR","2014-15","Motueka",21,4013,30482,6,75,4809,3,31.35,75.45,54.15
2015-01-26,"RIR","2014-15","Motueka",22,914,31396,6,126,6444,40.2,47.95,80.35,63.2
2015-02-02,"RIR","2014-15","Motueka",23,760,32156,6,102,7906.5,15,26.95,69.25,48.4
2015-02-09,"RIR","2014-15","Motueka",24,212,32368,6,165,9086.4,0.6,32.45,68.4,49.6
2015-02-16,"RIR","2014-15","Motueka",25,163,32531,6,141,10339.5,9,34.85,74.65,54.15
2015-02-23,"RIR","2014-15","Motueka",26,1441,33972,6,102,11707.2,0,34.5,74.35,54.05
2015-03-02,"RIR","2014-15","Motueka",27,2594,36566,6,231,30006.9,160.8,35.4923076923077,74.7230769230769,53.4923076923077
2015-03-16,"RIR","2014-15","Motueka",28,1498,38064,6,171,15664.5,101.4,28.1,60.95,43.65
2015-03-23,"RIR","2014-15","Motueka",29,36,38100,6,171,16742.7,9.6,31.7,65.4,48.05
2015-03-30,"RIR","2014-15","Motueka",30,48,38148,6,570,62485.5,150,24.18,60.735,40.56
2015-04-20,"RIR","2014-15","Motueka",31,48,38196,6,0,0,0,0,0,0
2014-09-08,"PAK","2014-15","Pakowhai",1,17,17,6,177,27453,56.7,20.95,48.9,34.35
2014-09-15,"PAK","2014-15","Pakowhai",2,676,693,6,69,28120.5,2.1,18.9,53.7,36.1
2014-09-22,"PAK","2014-15","Pakowhai",3,3189,3882,6,138,28718.1,62.7,23.35,58.9,39.25
2014-09-29,"PAK","2014-15","Pakowhai",4,1633,5515,6,153,29340.3,7.8,17.3,51.15,34.85
2014-10-06,"PAK","2014-15","Pakowhai",5,4103,9618,6,99,30053.4,3.3,19.25,56.9,38.85
2014-10-13,"PAK","2014-15","Pakowhai",6,530,10148,6,195,30977.7,59.7,33.4,62.65,47.7
2014-10-20,"PAK","2014-15","Pakowhai",7,1127,11275,6,84,31826.1,10.2,20.25,55.05,35.9
2014-10-27,"PAK","2014-15","Pakowhai",8,41,11316,6,69,32702.1,0,32.1,67.95,49.6
2014-11-03,"PAK","2014-15","Pakowhai",9,29,11345,6,168,33566.7,42.3,17.8,51.8,34.55
2014-11-10,"PAK","2014-15","Pakowhai",10,1328,12673,6,66,34429.5,17.1,23.6,65.45,43.75
2014-11-17,"PAK","2014-15","Pakowhai",11,5744,18417,6,9,35561.1,0,30.65,67.1,49.85
2014-11-24,"PAK","2014-15","Pakowhai",12,20748,39165,6,63,36869.7,19.5,32.2,71.9,51.6
2014-12-01,"PAK","2014-15","Pakowhai",13,4285,43450,6,150,37811.7,3,29.45,63.35,46.1
2014-12-08,"PAK","2014-15","Pakowhai",14,3105,46555,6,258,38974.5,99.3,36.4,62.95,46.85
2014-12-15,"PAK","2014-15","Pakowhai",15,3705,50260,6,144,40178.4,56.7,44.85,75.8,59.4
2014-12-22,"PAK","2014-15","Pakowhai",16,1763,52023,6,162,41783.1,0,42.5,72.65,57.4
2014-12-29,"PAK","2014-15","Pakowhai",17,3371,55394,6,189,14625.6,0,37.65,74.4,56
2015-01-05,"PAK","2014-15","Pakowhai",18,27460,82854,6,177,1769.4,0,36.1,72.8,55.35
2015-01-12,"PAK","2014-15","Pakowhai",19,4689,87543,6,156,3381,11.7,49.05,77.95,63.1
2015-01-19,"PAK","2014-15","Pakowhai",20,1098,88641,6,207,4958.7,45,35.8,71.15,52.8
2015-01-26,"PAK","2014-15","Pakowhai",21,675,89316,6,174,6456.3,30,50.75,72.6,60.55
2015-02-02,"PAK","2014-15","Pakowhai",22,525,89841,6,78,8100,0,34.05,73.4,54.25
2015-02-09,"PAK","2014-15","Pakowhai",23,373,90214,6,120,9367.2,3.6,35.3,62.7,48.15
2015-02-16,"PAK","2014-15","Pakowhai",24,689,90903,6,222,10599.6,1.8,34.6,75.25,54.95
2015-02-23,"PAK","2014-15","Pakowhai",25,2176,93079,6,201,12038.4,1.8,34.8,71.1,52.5
2015-03-02,"PAK","2014-15","Pakowhai",26,123,93202,6,171,13522.2,4.8,38.55,78.5,57.45
2015-03-09,"PAK","2014-15","Pakowhai",27,352,93554,6,264,15023.4,114.6,45,71.8,56.25
2015-03-16,"PAK","2014-15","Pakowhai",28,78,93632,6,150,16094.1,0,24.1,59.8,40.7
2015-03-23,"PAK","2014-15","Pakowhai",29,99,93731,6,201,17234.1,6.3,39.7,71,53.45
2015-03-30,"PAK","2014-15","Pakowhai",30,254,93985,6,201,18463.5,0.3,31.55,68.75,49.1
2015-04-06,"PAK","2014-15","Pakowhai",31,690,94675,6,234,19779,150.3,36.5,64.35,49.4
2015-04-13,"PAK","2014-15","Pakowhai",32,307,94982,6,192,20384.1,1.2,17.16,51.6,31.1
2015-04-20,"PAK","2014-15","Pakowhai",33,37,95019,6,0,0,0,0,0,0
2014-09-01,"LND","2014-15","Waimea",1,0,0,4,48,15520.8,0,13.4666666666667,37.2333333333333,23.6333333333333
2014-09-08,"LND","2014-15","Waimea",2,30,30,4,126,15900.2,46.4,15.8,32.1666666666667,23.7666666666667
2014-09-15,"LND","2014-15","Waimea",3,250,280,4,132,16271.8,43,11.9333333333333,31.8333333333333,20.2333333333333
2014-09-22,"LND","2014-15","Waimea",4,523,803,4,38,16674.2,61.4,13.1333333333333,37.3666666666667,26.2
2014-09-29,"LND","2014-15","Waimea",5,430,1233,4,108,16947.8,22.2,8,32.6666666666667,19.5
2014-10-06,"LND","2014-15","Waimea",6,149,1382,4,64,17305.2,1.8,11.6,39.0666666666667,24.5333333333333
2014-10-13,"LND","2014-15","Waimea",7,201,1583,4,70,17883.8,10.8,18.4333333333333,42.4333333333333,29.0333333333333
2014-10-20,"LND","2014-15","Waimea",8,53,1636,4,30,18413.6,17.2,15.3,37.4,25.7
2014-10-27,"LND","2014-15","Waimea",9,26,1662,4,62,18899.2,7.8,12.5,41.2333333333333,27.5666666666667
2014-11-03,"LND","2014-15","Waimea",10,9,1671,4,48,19379.4,12.4,11.7333333333333,38.1333333333333,24.5666666666667
2014-11-10,"LND","2014-15","Waimea",11,200,1871,4,32,19942.2,2.2,11.3,40.5,26.1666666666667
2014-11-17,"LND","2014-15","Waimea",12,1613,3484,4,28,20511,15,17.4333333333333,42.2333333333333,29.4
2014-11-24,"LND","2014-15","Waimea",13,6358,9842,4,36,21203.2,3.4,15.8666666666667,41.9333333333333,29.0333333333333
2014-12-01,"LND","2014-15","Waimea",14,3207,13049,4,74,21801,2.6,24.2666666666667,42.3333333333333,32.6333333333333
2014-12-08,"LND","2014-15","Waimea",15,2819,15868,4,30,22619.6,59.4,23.7,42.0666666666667,32.4333333333333
2014-12-15,"LND","2014-15","Waimea",16,1579,17447,4,120,23444.8,103,29.5333333333333,44.9666666666667,35.5333333333333
2014-12-22,"LND","2014-15","Waimea",17,1193,18640,4,40,24394.8,25.6,30.1333333333333,47.3666666666667,38.3333333333333
2014-12-29,"LND","2014-15","Waimea",18,1493,20133,4,62,8584.4,17.8,26.8666666666667,46.1333333333333,35.9333333333333
2015-01-05,"LND","2014-15","Waimea",19,6419,26552,4,52,1164.8,0,25.9333333333333,49.7333333333333,37.9333333333333
2015-01-12,"LND","2014-15","Waimea",20,11060,37612,4,36,2221.8,4.2,28.4,49.9333333333333,39.0333333333333
2015-01-19,"LND","2014-15","Waimea",21,7862,45474,4,28,3202.8,3,22.1333333333333,49.8666666666667,35.9333333333333
2015-01-26,"LND","2014-15","Waimea",22,1333,46807,4,64,4297,31.4,32.8666666666667,54.8333333333333,42.3666666666667
2015-02-02,"LND","2014-15","Waimea",23,1667,48474,4,46,5292.2,16,20.5,45.9,32.8
2015-02-09,"LND","2014-15","Waimea",24,478,48952,4,32,6080.2,0.2,22.2333333333333,46.3333333333333,33.3333333333333
2015-02-16,"LND","2014-15","Waimea",25,1988,50940,4,72,6924.4,23.4,24.9,48.8,36.0333333333333
2015-02-23,"LND","2014-15","Waimea",26,3526,54466,4,38,7859.2,0,25.5333333333333,48.9,36.5666666666667
2015-03-02,"LND","2014-15","Waimea",27,4314,58780,4,80,20110,97.4,25.5384615384615,48.0307692307692,35.8153846153846
2015-03-16,"LND","2014-15","Waimea",28,1932,60712,4,62,10484.4,50.8,18.8666666666667,39.0333333333333,28.7
2015-03-23,"LND","2014-15","Waimea",29,499,61211,4,64,11232.8,2,22.4,44.4,32.6333333333333
2015-03-30,"LND","2014-15","Waimea",30,387,61598,4,260,42126.6,85.4,17.81,40.16,28.13
2015-04-20,"LND","2014-15","Waimea",31,370,61968,4,0,0,0,0,0,0
2015-09-28,"CLD","2015-16","Earnscleugh",1,15,15,4,16,7096.1,2.8,3.525,19.55,11.4166666666667
2015-10-05,"CLD","2015-16","Earnscleugh",2,293,308,4,16,7368.8,4.8,6.86,22.3333333333333,13.9666666666667
2015-10-12,"CLD","2015-16","Earnscleugh",3,2174,2482,4,26,7618.3,17.4,3.75,19.6166666666667,12.0833333333333
2015-10-19,"CLD","2015-16","Earnscleugh",4,463,2945,4,14,7827.9,0.2,3.525,19.8166666666667,11.8166666666667
2015-10-26,"CLD","2015-16","Earnscleugh",5,111,3056,4,20,7938,0,1.6,16.3833333333333,8.35
2015-11-02,"CLD","2015-16","Earnscleugh",6,25,3081,4,32,8073.8,4.6,6.36,16.9166666666667,10.5666666666667
2015-11-09,"CLD","2015-16","Earnscleugh",7,48,3129,4,25,8333.4,1.4,5.625,19.0833333333333,11.8166666666667
2015-11-16,"CLD","2015-16","Earnscleugh",8,109,3238,4,8,8553.9,1,6.92,19.8,13.1333333333333
2015-11-23,"CLD","2015-16","Earnscleugh",9,17,3255,4,14,8949.3,16.4,6.81666666666667,23.2166666666667,15.45
2015-11-30,"CLD","2015-16","Earnscleugh",10,57,3312,4,33,9341.2,9.8,9.4,25.1833333333333,16.5833333333333
2015-12-07,"CLD","2015-16","Earnscleugh",11,1358,4670,4,23,9641.5,4.4,6.83333333333333,23.6,15.4166666666667
2015-12-14,"CLD","2015-16","Earnscleugh",12,2850,7520,4,17,9949.9,1.8,7.85,21.45,14.2166666666667
2015-12-21,"CLD","2015-16","Earnscleugh",13,2290,9810,4,26,10343,0,7.21666666666667,26.0333333333333,16.8333333333333
2015-12-28,"CLD","2015-16","Earnscleugh",14,4955,14765,4,22,5424.7,0,7.23333333333333,24.3333333333333,15.6333333333333
2016-01-04,"CLD","2015-16","Earnscleugh",15,2920,17685,4,10,407,0,7.9,24.45,16.4833333333333
2016-01-11,"CLD","2015-16","Earnscleugh",16,1337,19022,4,36,783.9,24.2,8.96666666666667,21.3833333333333,14.9666666666667
2016-01-18,"CLD","2015-16","Earnscleugh",17,122,19144,4,8,1204,0,13.9333333333333,26.6166666666667,20.25
2016-01-25,"CLD","2015-16","Earnscleugh",18,907,20051,4,32,1628.6,1.4,9,19.7,14.0166666666667
2016-02-01,"CLD","2015-16","Earnscleugh",19,937,20988,4,30,2142.3,0,11.5833333333333,29.1333333333333,20.4333333333333
2016-02-08,"CLD","2015-16","Earnscleugh",20,4573,25561,4,35,2605.9,0,9.65,28.3166666666667,18.5166666666667
2016-02-15,"CLD","2015-16","Earnscleugh",21,4818,30379,4,35,3129.2,35.6,12.0333333333333,26.4666666666667,18.3
2016-02-22,"CLD","2015-16","Earnscleugh",22,2812,33191,4,14,3624.9,0.2,11.7,26.9666666666667,19.8666666666667
2016-02-29,"CLD","2015-16","Earnscleugh",23,2008,35199,4,20,4001.1,0,8.7,25.5166666666667,17.1833333333333
2016-03-07,"CLD","2015-16","Earnscleugh",24,756,35955,4,38,4372.3,1.2,4.71666666666667,21.8833333333333,13.8333333333333
2016-03-14,"CLD","2015-16","Earnscleugh",25,612,36567,4,47,4670.6,2.4,8.13333333333333,22.2666666666667,14.55
2016-03-21,"CLD","2015-16","Earnscleugh",26,2688,39255,4,56,5081.4,1.4,7.36666666666667,22.6166666666667,14.4666666666667
2016-03-28,"CLD","2015-16","Earnscleugh",27,2290,41545,4,64,5311.8,6.4,4.51666666666667,20.3833333333333,12.4833333333333
2016-04-04,"CLD","2015-16","Earnscleugh",28,1017,42562,4,56,5510.6,1.8,3.18333333333333,19.9166666666667,11.8666666666667
2016-04-11,"CLD","2015-16","Earnscleugh",29,258,42820,4,62,5675.2,0.6,2.625,17.9166666666667,9.23333333333333
2016-04-18,"CLD","2015-16","Earnscleugh",30,16,42836,4,36,5819.4,0,3.4,19.85,11.1333333333333
2016-04-25,"CLD","2015-16","Earnscleugh",31,25,42861,4,36,5967.2,0,5.9,19.25,10.4
2016-05-02,"CLD","2015-16","Earnscleugh",32,9,42870,4,0,0,0,0,0,0
2015-09-21,"HAV","2015-16","Havelock North",1,496,496,8,540,77279.6,306,26.0923076923077,62.9230769230769,44.2153846153846
2015-10-05,"HAV","2015-16","Havelock North",2,2208,2704,8,200,36862.8,0.4,13.2,77,44.8666666666667
2015-10-12,"HAV","2015-16","Havelock North",3,1487,4191,8,200,37728.4,17.6,25.1333333333333,86.5333333333333,54.6666666666667
2015-10-19,"HAV","2015-16","Havelock North",4,270,4461,8,184,38851.6,31.6,31.5333333333333,82.9333333333333,56.1333333333333
2015-10-26,"HAV","2015-16","Havelock North",5,79,4540,8,188,39780.8,24,22.4666666666667,69.8666666666667,45.8
2015-11-02,"HAV","2015-16","Havelock North",6,32,4572,8,252,40564,136,33.1333333333333,67.6666666666667,49
2015-11-09,"HAV","2015-16","Havelock North",7,36,4608,8,228,41515.6,85.6,31.52,71.6666666666667,46.5333333333333
2015-11-16,"HAV","2015-16","Havelock North",8,114,4722,8,112,42370,4,32,78.3333333333333,55.2666666666667
2015-11-23,"HAV","2015-16","Havelock North",9,4533,9255,8,164,43901.6,3.2,44.1333333333333,101.4,72
2015-11-30,"HAV","2015-16","Havelock North",10,8696,17951,8,144,45633.2,7.6,46.4,88.5333333333333,65.8666666666667
2015-12-07,"HAV","2015-16","Havelock North",11,4342,22293,8,120,47080,12.8,39.2,91.0666666666667,64.6666666666667
2015-12-14,"HAV","2015-16","Havelock North",12,619,22912,8,176,48446,41.6,31.6666666666667,78.6666666666667,55
2015-12-21,"HAV","2015-16","Havelock North",13,603,23515,8,108,49932.4,5.6,42.6,86.2,65.0666666666667
2015-12-28,"HAV","2015-16","Havelock North",14,205,23720,8,224,25770.8,82,50.9333333333333,85.7333333333333,66.4
2016-01-04,"HAV","2015-16","Havelock North",15,2353,26073,8,148,1686,0,48,96.5333333333333,71.2666666666667
2016-01-11,"HAV","2015-16","Havelock North",16,2680,28753,8,248,3599.6,3.6,47.6666666666667,103.6,75.4
2016-01-18,"HAV","2015-16","Havelock North",17,4918,33671,8,116,5851.6,0,51.6666666666667,111.866666666667,84
2016-01-25,"HAV","2015-16","Havelock North",18,8364,42035,8,208,8055.6,70.4,61.8666666666667,87.5333333333333,72.7333333333333
2016-02-01,"HAV","2015-16","Havelock North",19,3825,45860,8,200,9993.2,3.2,57.8,100.2,79
2016-02-08,"HAV","2015-16","Havelock North",20,1119,46979,8,172,12028.4,0,58.5333333333333,100.466666666667,79.6666666666667
2016-02-15,"HAV","2015-16","Havelock North",21,3036,50015,8,104,14272,34.4,59.4,105.333333333333,81.2666666666667
2016-02-22,"HAV","2015-16","Havelock North",22,1190,51205,8,200,16493.2,0.4,56.8666666666667,116.733333333333,86.5333333333333
2016-02-29,"HAV","2015-16","Havelock North",23,2612,53817,8,288,18447.2,18.8,40.2666666666667,94.0666666666667,67.0666666666667
2016-03-07,"HAV","2015-16","Havelock North",24,6062,59879,8,180,20425.2,2.8,42.9333333333333,100.466666666667,69.6
2016-03-14,"HAV","2015-16","Havelock North",25,6214,66093,8,552,49860.4,332.8,57.0461538461538,88.2769230769231,72.2153846153846
2016-03-28,"HAV","2015-16","Havelock North",26,2592,68685,8,188,25727.6,9.6,52.2,92.8,71.2666666666667
2016-04-04,"HAV","2015-16","Havelock North",27,253,68938,8,312,27189.6,21.6,40.4,81.6666666666667,58.6
2016-04-11,"HAV","2015-16","Havelock North",28,144,69082,8,328,28475.6,13.6,22.6666666666667,83.0666666666667,52.4
2016-04-18,"HAV","2015-16","Havelock North",29,94,69176,8,312,29343.2,4.4,19.4,81.2666666666667,47.6
2016-04-25,"HAV","2015-16","Havelock North",30,229,69405,8,0,0,0,0,0,0
2015-09-07,"RIR","2015-16","Motueka",1,2,2,6,141,23514.3,36,15.9,49.35,28.35
2015-09-14,"RIR","2015-16","Motueka",2,128,130,6,114,24000,27,12.2,53.25,31.5
2015-09-21,"RIR","2015-16","Motueka",3,1103,1233,6,96,24402.9,42.6,11.75,51.4,31.45
2015-09-28,"RIR","2015-16","Motueka",4,2990,4223,6,120,24863.1,16.8,21.15,56.2,36.7
2015-10-05,"RIR","2015-16","Motueka",5,2528,6751,6,66,25610.1,1.2,14.75,60.45,37.3
2015-10-12,"RIR","2015-16","Motueka",6,1669,8420,6,105,26400.6,19.8,20.45,64.3,41.05
2015-10-19,"RIR","2015-16","Motueka",7,192,8612,6,183,27225.6,5.4,20.95,61.75,40.5
2015-10-26,"RIR","2015-16","Motueka",8,122,8734,6,210,27957,50.4,20.95,54,36.85
2015-11-02,"RIR","2015-16","Motueka",9,7,8741,6,192,28614,99.6,19.5,52.5,36.45
2015-11-09,"RIR","2015-16","Motueka",10,15,8756,6,99,29436.3,63,22.25,57.9,39.45
2015-11-16,"RIR","2015-16","Motueka",11,608,9364,6,66,30249.3,7.8,22.8,61.5,41.9
2015-11-23,"RIR","2015-16","Motueka",12,3268,12632,6,15,31414.8,4.8,31.8,73.75,52.6
2015-11-30,"RIR","2015-16","Motueka",13,8003,20635,6,144,32719.8,24.6,33.8,68.45,51.7
2015-12-07,"RIR","2015-16","Motueka",14,3858,24493,6,126,33837.6,22.2,26.6,66,46.95
2015-12-14,"RIR","2015-16","Motueka",15,318,24811,6,60,34906.2,44.4,27.75,66.15,47.1
2015-12-21,"RIR","2015-16","Motueka",16,394,25205,6,69,36211.2,0,29.2,70.1,51
2015-12-28,"RIR","2015-16","Motueka",17,309,25514,6,204,18844.8,142.8,39.55,68.75,54
2016-01-04,"RIR","2015-16","Motueka",18,625,26139,6,63,1434,27.6,36.45,75.6,55.4
2016-01-11,"RIR","2015-16","Motueka",19,1365,27504,6,27,2916.3,63.6,42.25,77.4,59.25
2016-01-18,"RIR","2015-16","Motueka",20,1707,29211,6,51,4522.2,67.2,42.45,79.25,60.1
2016-01-25,"RIR","2015-16","Motueka",21,5019,34230,6,69,6237.9,55.8,48.15,73.55,59.8
2016-02-01,"RIR","2015-16","Motueka",22,2001,36231,6,39,7899,0,45.65,81.5,63.15
2016-02-08,"RIR","2015-16","Motueka",23,2082,38313,6,81,9589.2,0,38.2,79.2,59.2
2016-02-15,"RIR","2015-16","Motueka",24,742,39055,6,150,11178.9,290.4,42.75,74.4,58.1
2016-02-22,"RIR","2015-16","Motueka",25,360,39415,6,48,12787.2,0,39.25,81.9,60.2
2016-02-29,"RIR","2015-16","Motueka",26,407,39822,6,72,14189.1,0,32.9,75.6,53.35
2016-03-07,"RIR","2015-16","Motueka",27,1068,40890,6,72,15573.3,0,25.8,67.95,46.95
2016-03-14,"RIR","2015-16","Motueka",28,2540,43430,6,207,16747.2,96,40.6,64.65,51.15
2016-03-21,"RIR","2015-16","Motueka",29,940,44370,6,138,18125.4,578.4,39.2,69.95,52.85
2016-03-28,"RIR","2015-16","Motueka",30,137,44507,6,171,19251.6,135.6,30.9,63.25,47.2
2016-04-04,"RIR","2015-16","Motueka",31,5,44512,6,0,0,0,0,0,0
2015-09-21,"PAK","2015-16","Pakowhai",1,78,78,4,324,40709.2,129.8,13.8461538461538,31.9076923076923,22.5384615384615
2015-09-28,"PAK","2015-16","Pakowhai",2,638,716,2,36,9473.6,0,7.16666666666667,19.2166666666667,13.1333333333333
2015-10-05,"PAK","2015-16","Pakowhai",3,4764,5480,6,198,29165.4,0.3,13.8,58.8,36.75
2015-10-12,"PAK","2015-16","Pakowhai",4,2984,8464,6,126,29862.9,8.4,21.95,64.4,34.6
2015-10-19,"PAK","2015-16","Pakowhai",5,1053,9517,6,123,30660.9,26.7,24.85,60.3,41.4
2015-10-26,"PAK","2015-16","Pakowhai",6,172,9689,6,171,31388.7,15.9,19.1,54.65,36
2015-11-02,"PAK","2015-16","Pakowhai",7,24,9713,6,201,32055.6,86.7,25.25,51.65,37.35
2015-11-09,"PAK","2015-16","Pakowhai",8,17,9730,6,195,32825.7,57.3,21.15,55.65,36.55
2015-11-16,"PAK","2015-16","Pakowhai",9,131,9861,6,132,33502.8,3.9,23.65,57.2,40.85
2015-11-23,"PAK","2015-16","Pakowhai",10,7819,17680,6,42,34718.1,0,35.4,77.85,56.65
2015-11-30,"PAK","2015-16","Pakowhai",11,14673,32353,6,171,36088.8,11.1,37.75,68.65,51.25
2015-12-07,"PAK","2015-16","Pakowhai",12,6114,38467,6,138,37252.2,15.9,32.15,69.25,50.4
2015-12-14,"PAK","2015-16","Pakowhai",13,1058,39525,6,180,38365.8,37.5,25.4,61.1,43.05
2015-12-21,"PAK","2015-16","Pakowhai",14,785,40310,6,135,39542.7,10.8,34.55,65.55,50.15
2015-12-28,"PAK","2015-16","Pakowhai",15,553,40863,6,279,20403.6,101.4,38.45,66.8,51
2016-01-04,"PAK","2015-16","Pakowhai",16,6849,47712,6,96,1343.1,1.8,39.35,74.25,55.45
2016-01-11,"PAK","2015-16","Pakowhai",17,7472,55184,6,159,2854.5,19.8,37.35,79.6,58.1
2016-01-18,"PAK","2015-16","Pakowhai",18,8096,63280,6,144,4599.3,0.3,41.45,83.85,64.05
2016-01-25,"PAK","2015-16","Pakowhai",19,10080,73360,6,222,6279.6,75.6,46.75,66.2,55.35
2016-02-01,"PAK","2015-16","Pakowhai",20,3240,76600,6,150,7787.7,3,45.7,75.9,60.6
2016-02-08,"PAK","2015-16","Pakowhai",21,1870,78470,6,177,9364.2,0,43.75,75.3,60.5
2016-02-15,"PAK","2015-16","Pakowhai",22,4608,83078,6,138,11087.4,21.6,46.1,80.75,62.15
2016-02-22,"PAK","2015-16","Pakowhai",23,1325,84403,6,183,12725.1,0,42.85,82.45,62.7
2016-02-29,"PAK","2015-16","Pakowhai",24,898,85301,6,234,14071.5,9,30.8,66.25,48.6
2016-03-07,"PAK","2015-16","Pakowhai",25,733,86034,6,111,15488.1,1.2,31.45,70.65,50.6
2016-03-14,"PAK","2015-16","Pakowhai",26,579,86613,6,474,37556.1,181.2,41.7923076923077,64.5692307692308,52.6384615384615
2016-03-28,"PAK","2015-16","Pakowhai",27,621,87234,6,150,19283.7,3.6,38.05,67.95,52.35
2016-04-04,"PAK","2015-16","Pakowhai",28,53,87287,6,249,20353.2,21.9,30.15,59.5,43.4
2016-04-11,"PAK","2015-16","Pakowhai",29,62,87349,6,234,21339.6,20.4,22.85,61,40.85
2016-04-18,"PAK","2015-16","Pakowhai",30,17,87366,6,252,22052.4,2.1,17.55,58.65,36.25
2016-04-25,"PAK","2015-16","Pakowhai",31,62,87428,6,0,0,0,0,0,0
2015-09-07,"LND","2015-16","Waimea",1,0,0,4,28,16687,13.2,9.4,31.8333333333333,19.7666666666667
2015-09-14,"LND","2015-16","Waimea",2,36,36,4,28,17044.6,25,9.6,35.3333333333333,22.3
2015-09-21,"LND","2015-16","Waimea",3,714,750,4,32,17363,3,8.7,35.8,21.7666666666667
2015-09-28,"LND","2015-16","Waimea",4,7002,7752,4,58,17696.2,7.2,14.8333333333333,35.9333333333333,24.8666666666667
2015-10-05,"LND","2015-16","Waimea",5,2352,10104,4,46,18221.2,15.8,12.4666666666667,40.2,26.0666666666667
2015-10-12,"LND","2015-16","Waimea",6,807,10911,4,56,18798.2,16.2,16.1,42.1333333333333,28.8
2015-10-19,"LND","2015-16","Waimea",7,713,11624,4,30,19421,6,17.6666666666667,40.8,27.9333333333333
2015-10-26,"LND","2015-16","Waimea",8,235,11859,4,130,19917.8,35,14.7,35.4,24.2
2015-11-02,"LND","2015-16","Waimea",9,22,11881,4,80,20360,41.4,14.0666666666667,34.0333333333333,24.4
2015-11-09,"LND","2015-16","Waimea",10,28,11909,4,48,20922.2,26.6,17.1666666666667,36.5333333333333,26.4666666666667
2015-11-16,"LND","2015-16","Waimea",11,3334,15243,4,20,21492.4,3,16.2666666666667,40.2333333333333,29.2666666666667
2015-11-23,"LND","2015-16","Waimea",12,8953,24196,4,14,22257.4,3,20.7333333333333,47.3333333333333,33.5
2015-11-30,"LND","2015-16","Waimea",13,8943,33139,4,108,23100.6,28.4,26.0666666666667,43.6,34.4666666666667
2015-12-07,"LND","2015-16","Waimea",14,2659,35798,4,64,23886.4,23.2,21,43.7333333333333,32.4333333333333
2015-12-14,"LND","2015-16","Waimea",15,327,36125,4,46,24615.4,30.4,22,43,31.3
